DATE,TITLE,SPEAKER,SERIES,SERVICE,FILES
3/18/18,Get More Out of Reading Your Bible,Mike Roy,N/A,Sunday Evening,031818_GetMoreOutofReadingBible_MikeRoy.mp3
3/11/18,One Body Many Members,Jeremy Sweets,N/A,Sunday Morning,031118_OneBodyManyMembers_JeremySweets.mp3
2/25/18,Jesus Loves Me,David Tant,N/A,Sunday Morning,022518_JesusLovesMe_DavidTant.mp3
2/25/18,Overcoming Temptation,Kyle McDonald,N/A,Sunday Evening,022518_OvercomingTemptation_KyleMcDonald.mp3
2/18/18,The Voice Crying in the Wilderness: Matthew 3,Conrad Harkrider,N/A,Sunday Morning,021818_VoiceCryingWilderness_ConradHarkrider.mp3
2/11/18,Four Great Invitations from Hebrews 4,Mike Roy,N/A,Sunday Morning,021118_4InvitationsfromHebrews4_MikeRoy.mp3
2/4/18,Parable of the Unjust Steward,Conrad Harkrider,Faithful Stewards,Sunday Morning,020418_ParableoftheUnjustSteward_ConradHarkrider.mp3
2/4/18,Big Things From a Little Man,Jeremy Sweets,N/A,Sunday Evening,020418_BigThingsfromalittleMan_JeremySweets.mp3
1/28/18,Elders as Stewards,Curtis Byers,Faithful Stewards,Sunday Morning,012818_EldersasStewards_CurtisByers.mp3
1/21/18,Nature of Sin,Conrad Harkrider,N/A,Sunday Morning,012118_NatureofSin_ConradHarkrider.mp3
1/14/18,Putting on the New You,Mike Roy,N/A,Sunday Morning,011418_PuttingOnTheNewYou_MikeRoy.mp3
1/14/18,Jacob and the God of Bethel,Jeremy Sweets,N/A,Sunday Evening,011418_JacobandtheGodofBethel_JeremySweets.mp3
1/7/18,Faithful Stewards,Jeremy Sweets,Faithful Stewards,Sunday Morning,010718_FaithfulStewards_JeremySweets.mp3
1/7/18,Building the House of God,Conrad Harkrider,N/A,Sunday Evening,010718_BuildingtheHouseofGod_ConradHarkrider.mp3
12/31/17,Left Behind: Luke 2:41-52,Matthew Perez,N/A,Sunday Evening,123117_LeftBehind_MatthewPerez.mp3
12/24/17,The Greatest Gift of All,Jeremy Sweets,N/A,Sunday Morning,122417_TheGreatestGiftofAll_JeremySweets.mp3
12/24/17,The Two Debtors,Gary Hunt,N/A,Sunday Evening,122417_ParableTwoDebtors_GaryHunt.mp3
12/17/17,Developing a Mission Statement for 2018,Mike Roy,N/A,Sunday Morning,121717_MissionStatement_MikeRoy.mp3
12/17/17,Growing in the Lord,Conrad Harkrider,N/A,Sunday Evening,121717_GrowingintheLord_ConradHarkrider.mp3
12/10/17,When God Reveals Himself: I Kings 18:20-40,Conrad Harkrider,N/A,Sunday Morning,121017_WhenGodRevealsHimself_ConradHarkrider.mp3
12/3/17,"Biblical Marriage: For Better, For Worse, For Life!",Mike Roy,N/A,Sunday Morning,120217_Marriage_MikeRoy.mp3
11/26/17,A Thankful Character,Jeremy Sweets,N/A,Sunday Morning,112617_AThankfulCharacter_JeremySweets.mp3
11/26/17,Fellowship,Dave Boyd,N/A,Sunday Evening,112617_Fellowship_DaveBoyd.mp3
11/19/17,Filled With the Spirit,Conrad Harkrider,N/A,Sunday Morning,111917_FilledWiththeSpirit_ConradHarkrider.mp3
11/12/17,The Transforming Power of Grace,Mike Roy,N/A,Sunday Morning,111217_PowerofGrace_MikeRoy.mp3
11/5/17,Obstacles,Norman Harber,N/A,Sunday Morning,110517_Obstacles_NormanHarber.mp3
11/5/17,Real Life Obstacle,Conrad Harkrider,N/A,Sunday Evening,110517_RealLifeObstacle_ConradHarkrider.mp3
10/29/17,The Suffering Servant,Jeremy Sweets,N/A,Sunday Morning,102917AM.mp3
10/29/17,Jesus the Suffering Servant,Jeremy Sweets,N/A,Sunday Evening,102917PM.mp3
10/22/17,Behold Your God,Mike Roy,N/A,Sunday Morning,102217AM.mp3
10/15/17,A Survey of Positions on the Lord’s Supper,Jeremy Sweets,N/A,Sunday Morning,101517_ASurveyofPositionsontheLordsSupper_JeremySweets.mp3
10/15/17,How Should We Handle Disagreements?,Conrad Harkrider,N/A,Sunday Evening,101517_HowShouldWeHandleDisagreements_ConradHarkrider.mp3
10/8/17,Faith That Moves Mountains,Mike Roy,N/A,Sunday Morning,100817_FaithThatMovesMountains_MikeRoy.mp3
10/1/17,"Ordinary Man, Extraordinary Faith",Conrad Harkrider,N/A,Sunday Morning,100117_OrdinaryManExtraordinaryFaith_ConradHarkrider.mp3
10/1/17,The Living God,Curtis Byers,N/A,Sunday Evening,100117_TheLivingGod_CurtisByers.mp3
9/24/17,Parable of the Two Sons: Matthew 21:23-32,Conrad Harkrider,N/A,Sunday Morning,092417_TwoSons_ConradHarkrider.mp3
9/24/17,The Canon of Scripture: 2 Timothy 3:16-17,Jeremy Sweets,N/A,Sunday Evening,092417_TheCanonofScripture_JeremySweets.mp3
9/17/17,Character of Christ: Philippians 2:19-30,Conrad Harkrider,N/A,Sunday Morning,091717_CharacterofChrist_ConradHarkrider.mp3
9/17/17,Fleeing from the Lord: Lessons from the Book of Jonah,Jeremy Sweets,N/A,Sunday Evening,091717_LessonsJonah_JeremySweets.mp3
9/3/17,Your Legacy: The Greatest Gift,Mike Roy,N/A,Sunday Morning,090317_YourLegacy_MikeRoy.mp3
9/3/17,Consider What God Has Done: Psalm 105,Jeremy Sweets,N/A,Sunday Evening,090317_ConsiderWhatGodHasDone_JeremySweets.mp3 Consider_What_God_Has_Done.pdf
8/30/17,The Life of Hezekiah,Lee Wildman,N/A,Wednesday Bible Study,083017_TheLifeofHezekiah_LeeWildman.mp3
8/27/17,The King of Kings,Jeremy Sweets,N/A,Sunday Morning,King_of_Kings.pdf 082717_TheKingofKings_JeremySweets.mp3
8/27/17,Who Am I?,Kevin Stinson,N/A,Sunday Evening,082717_WhoAmI_KevinStinson.mp3
8/23/17,The Compliance That Counts,Allen Malone,Summer Series,Wednesday Bible Study,ComplianceThatCounts_Handout.pdf 082317_TheComplianceThatCounts_AllenMalone.mp3
8/20/17,Feed Your Spirit: John 6:27,Conrad Harkrider,N/A,Sunday Morning,082017_FeedYourSprit_ConradHarkrider.mp3 FEED_YOUR_SPIRIT.pdf
8/20/17,Marching In Christ's Victory Procession,Mike Roy,N/A,Sunday Evening,082017_ChristsVictoryProcession_MikeRoy.mp3
8/16/17,Naboth's Vineyard,Patrick Cawthon,Summer Series,Wednesday Bible Study,081617_NabothsVineyard_PatrickCawthon.mp3 Naboths_Vineyard.pdf
8/13/17,One God In Three Persons,Jeremy Sweets,N/A,Sunday Morning,One_God_in_Three_Persons.pdf 081317_OneGodInThreePersons_JeremySweets.mp3
8/9/17,After the Ox Cart: How To Stand Corrected,Mitch Stevens,Summer Series,Wednesday Bible Study,AuthorityOxCartReligion.pdf 080917_AfterTheOxCart_MitchStevens.mp3
8/6/17,There Is One God - Deuteronomy 6:4,Jeremy Sweets,N/A,Sunday Morning,080617_ThereIsOneGod_JeremySweets.mp3 There_is_One_God.pdf
8/6/17,Kingdom Not of This World - John 18:33-38,Conrad Harkrider,N/A,Sunday Evening,KingdomCitizensKingdomNotOfThisWorld.pdf 080617_KingdomNotOfThisWorld_ConradHarkrider.mp3
8/2/17,Deuteronomy,Berry Kercheville,Summer Series,Wednesday Bible Study,080217_Deuteronomy_BerryKercheville.mp3
7/30/17,God's Children in This Generation,Conrad Harkrider,N/A,Sunday Morning,Gods_Children_In_This_Generation_Phil._2.12-18.pdf 073017_GodsChildren_ConradHarkrider.mp3
7/30/17,The Value of Writing Out Scripture,Mike Roy,N/A,Sunday Evening,073017_WritingScripture_MikeRoy.mp3
7/23/17,Keys to Holy Living,Jeremy Sweets,N/A,Sunday Morning,Keys_to_Holy_Living.pdf 072317_KeysToHolyLiving_JeremySweets.mp3
7/23/17,Lessons from Joshua,Jerry Drew,N/A,Sunday Evening,072317_LessonsFromJoshua_JerryDrew.mp3
7/19/17,Lessons from Job,Lon Spurgeon,Summer Series,Wednesday Bible Study,071917_LessonsFromJob_LonSpurgeon.mp3
7/16/17,Purpose Of The Church,Conrad Harkrider,N/A,Sunday Evening,071617_PurposeoftheChurch_ConradHarkrider.mp3
7/16/17,Quest for Truth,Curtis Byers,N/A,Sunday Morning,071617_Truth_CurtisByers.mp3
7/12/17,The Victory at Jericho,Greg Gwin,Summer Series,Wednesday Bible Study,071217_VictoryAtJericho_GregGwin.mp3
7/9/17,Don't Worry I'm Coming Back,Jeremy Sweets,N/A,Sunday Morning,Dont_Worry_Im_Coming_Back.pdf 070917_DontWorry_JeremySweets.mp3
7/5/17,Remember God While You Are Young,Gary Kerr,Summer Series,Wednesday Bible Study,070517_RememberGod_GaryKerr.mp3
7/2/17,How Can the Young Keep Their Way Pure?,Jeremy Sweets,N/A,Sunday Morning,How_Can_the_Young_Keep_Their_Way_Pure.pdf 070217_YoungKeepPure_JeremySweets.mp3
7/2/17,Eyes on Eternity,Mike Roy,N/A,Sunday Evening,070217_EyesOnEternity_MikeRoy.mp3
6/28/17,Our God is an Awesome God,Kirk Wall,Summer Series,Wednesday Bible Study,062817_AwesomeGod_KirkWall.mp3
6/25/17,Our Similar Mission,Jeremy Sweets,N/A,Sunday Evening,062517_OurSimilarMission_JeremySweets.mp3
6/25/17,But God...,Mike Roy,N/A,Sunday Morning,062517_ButGod_MikeRoy.mp3
6/21/17,God's Mission for God's People,Nick Sawyers,Summer Series,Wednesday Bible Study,062117_MissionForGodsPeople_NickSawyers.mp3
6/18/17,Colossians: Evangelism in One Book,Mike Roy,N/A,Sunday Evening,EvangelismInOneBook.pdf 061817_EvangelismInOneBook_MikeRoy.mp3
6/18/17,David: A Man After God's Own Heart,Conrad Harkrider,N/A,Sunday Morning,061817_David_ConradHarkrider.mp3
6/14/17,Learning to Lament,Matt Harber,Summer Series,Wednesday Bible Study,061417_LearningtoLament_MattHarber.mp3
6/11/17,The Bible is Inspired,Jeremy Sweets,N/A,Sunday Morning,061117_BibleIsInspired_JeremySweets.mp3
6/4/17,Faith - Even When,Conrad Harkrider,N/A,Sunday Morning,060417_Faith_ConradHarkrider.mp3
6/4/17,Kingdom Kids,Jeremy Sweets,N/A,Sunday Morning,060417_KingdomKids_JeremySweets.mp3
5/28/17,I Will Be Their God and They Shall Be My People,Trevor Brandt,N/A,Sunday Evening,052817_IWillBeYourGod_TrevorBrandt.mp3
5/28/17,Not Far From the Kingdom,Conrad Harkrider,N/A,Sunday Morning,NotFarFromtheKingdom.pdf 052817_NotFarFromtheKingdom_ConradHarkrider.mp3
5/21/17,Can a Christian Fall Away and Be Lost?,Jeremy Sweets,N/A,Sunday Evening,CanChristianFallAway.pdf 052117_CanChristianFallAway_JeremySweets.mp3
5/14/17,The Lord's Supper: A Better Way,Mike Roy,N/A,Sunday Evening,051417_TheLordsSupper_MikeRoy.mp3
5/7/17,Naboth's Vineyard,Conrad Harkrider,N/A,Sunday Evening,050717_NabothsVineyard_ConradHarkrider.mp3
5/7/17,Fellow Citizens,Jeremy Sweets,N/A,Sunday Morning,050717_FellowCitizens_JeremySweets.mp3
4/30/17,Penal Substitution,Curtis Byers,N/A,Sunday Evening,043017_PenalSubstitution_CurtisByers.mp3
4/30/17,Create in Me a Clean Heart,Jeremy Sweets,N/A,Sunday Morning,CreateinMeaCleanHeart.pdf 043017_CreateInMeaCleanHeart_JeremySweets.mp3
4/23/17,More Than Conquerors,Mike Roy,N/A,Sunday Evening,042317_MoreThanConquerors_MikeRoy.mp3
4/23/17,The Effective Prayer of the Righteous,Jeremy Sweets,N/A,Sunday Morning,EffectivePrayerRighteous.pdf 042317_EffectivePrayerRighteous_JeremySweets.mp3
4/16/17,Have This Mind,Conrad Harkrider,N/A,Sunday Evening,HaveThisMind.pdf 041617_HaveThisMind_Conrad_Harkrider.mp3
4/16/17,The Power of the Cross,Jeremy Sweets,N/A,Sunday Morning,ThePoweroftheCross.pdf 041617_ThePoweroftheCross_JeremySweets.mp3
4/2/17,Keeping Faith in Adversity,Conrad Harkrider,N/A,Sunday Evening,040217p_KeepingFaithInAdversity_ConradHarkrider.mp3
3/26/17,Christ Our Redeemer,Curtis Byers,N/A,Sunday Evening,032617p_ChristOurRedeemer_CurtisByers.mp3
3/26/17,Wait On the Lord,Jeremy Sweets,N/A,Sunday Morning,032617a_WaitontheLord_JeremySweets.mp3
3/19/17,Love Changes Everything,Mike Roy,N/A,Sunday Morning,031917p_LoveChangesEverything_MikeRoy.mp3
3/19/17,Blessed are the Meek,Jeremy Sweets,N/A,Sunday Morning,031917a_BlessedaretheMeek_JeremySweets.mp3
3/12/17,Do Not Worry,Conrad Harkrider,N/A,Sunday Morning,031217a_DoNotWorry_ConradHarkrider.mp3
3/5/17,God Loves the Stranger,Conrad Harkrider,N/A,Sunday Evening,030517p_GodLovestheStranger_ConradHarkrider.mp3
3/5/17,Our Adoption in Christ,Jeremy Sweets,N/A,Sunday Morning,030517a_OurAdoptioninChrist_JeremySweets.mp3
2/26/17,Bearing Fruit,Mark Seaton,N/A,Sunday Evening,022617p_BearingFruit_MarkSeaton.mp3
2/26/17,Preach the Word,Jeremy Sweets,N/A,Sunday Morning,022617a_PreachtheWord_JeremySweets.mp3
2/19/17,The Ark is Taken,Conrad Harkrider,N/A,Sunday Evening,021917p_TheArkisTaken_ConradHarkrider.mp3
2/12/17,To Live is Christ,Conrad Harkrider,N/A,Sunday Morning,021217a_ToLiveisChrist_ConradHarkrider.mp3
2/5/17,Compelled by the Holiness of God,Mike Roy,N/A,Sunday Morning,020517a_CompelledBytheHolinessofGod_MikeRoy.mp3
2/5/17,The Heart of a Christian Convert,Jeremy Sweets,N/A,Sunday Evening,020517p_TheHeartofaChristianConvert_JeremySweets.mp3
1/29/17,Does God Exist?,Conrad Harkrider,N/A,Sunday Morning,012917a_DoesGodExist_ConradHarkrider.mp3
1/29/17,Opportunities in Home Bible Study,Jeremy Sweets,N/A,Sunday Evening,012917p_HomeBibleStudies_JeremySweets.mp3
1/22/17,The Sermon on Kingdom Citizens,Jeremy Sweets,N/A,Sunday Morning,012217a_KingdomCitizens_JeremySweets.mp3
1/15/17,Identity in Christ,Conrad Harkrider,N/A,Sunday Morning,011517a_IdentityinChrist_ConradHarkrider.mp3
1/15/17,Psalm 8,Mike Roy,N/A,Sunday Evening,011517p_Psalm8_MikeRoy.mp3
1/8/17,As a Tree Planted by the Water,Jeremy Sweets,N/A,Sunday Morning,010817a_AsaTreePlantedBytheWater_JeremySweets.mp3
1/1/17,Wrapping Mercy and Truth Around Our Heart,Mike Roy,N/A,Sunday Evening,010117_WrappingMercyAndTruthAroundOurHeart_MikeRoy.mp3
12/25/16,Evangelistic Ideas for the New Year,Mike Roy,N/A,Sunday Morning,122516_EvangelisticIdeasForTheNewYear_MikeRoy.mp3
12/25/16,The Baptism of Jesus,Conrad Harkrider,N/A,Sunday Evening,122516_TheBaptismOfJesus_ConradHarkrider.mp3
12/11/16,The Day of Death,Conrad Harkrider,N/A,Sunday Morning,121116_TheDayOfDeath_ConradHarkrider.mp3
12/11/16,The Day of Death,Conrad Harkrider,N/A,Sunday Morning,121116_TheDayOfDeath_ConradHarkrider-1501691279.mp3
12/4/16,The Permanence of Marriage,Jeremy Sweets,N/A,Sunday Morning,120416_ThePermanenceOfMarriage_JeremySweets.mp3
11/27/16,Give Thanks Always,Jeremy Sweets,N/A,Sunday Morning,112716_GiveThanksAlways_JeremySweets.mp3
11/27/16,What is the Church?,Eric Bradley,N/A,Sunday Evening,112716_WhatIsTheChurch_EricBradley.mp3
11/20/16,Evangelism: The Great Assembly Line,Conrad Harkrider,N/A,Sunday Morning,112016_EvangelismTheGreatAssemblyLine_ConradHarkrider.mp3
11/20/16,The Importance of Elders,Mike Roy,N/A,Sunday Evening,112016_TheImportanceOfElders_MikeRoy.mp3
11/13/16,A Greater Glory,Jeremy Sweets,N/A,Sunday Morning,111316_AGreaterGlory_JeremySweets.mp3
11/6/16,Boiling for Christ,Mike Roy,N/A,Sunday Evening,110616_BoilingForChrist_MikeRoy.mp3
10/30/16,Thinking More Like Christ,Jeremy Sweets,Like Christ,Sunday Morning,103016_ThinkingMoreLikeChrist_JeremySweets.mp3
10/30/16,The Well at Bethlehem,Conrad Harkrider,N/A,Sunday Evening,103016_TheWellAtBethlehem_ConradHarkrider.mp3
10/25/16,One More Night With the Frogs: Pharaoh and Pride,Steve Walker,N/A,Gospel Meeting,102516_OneMoreNightWithTheFrogsPharoahAndPride_SteveWalker.mp3
10/24/16,The Elijah Syndrome: Dealing With Discouragement,Steve Walker,N/A,Gospel Meeting,102416_TheElijahSyndromeDealingWithDiscouragement_SteveWalker.mp3
10/23/16,Barnabas: The Refreshing Christian,Steve Walker,N/A,Gospel Meeting,102316_BarnabasTheRefreshingChristian_SteveWalker.mp3
10/23/16,What Nicodemus Knew,Steve Walker,N/A,Gospel Meeting,102316_WhatNicodemusKnew_SteveWalker.mp3
10/23/16,The Rich Man and Lazarus: Who's Outside Your Gate?,Steve Walker,N/A,Gospel Meeting,102316_TheRichManAndLazarusWhosOutsideYourGate_SteveWalker.mp3
10/16/16,Laborers in the Vineyard,Conrad Harkrider,N/A,Sunday Morning,101616_LaborersInTheVineyard_ConradHarkrider.mp3
10/16/16,Dying Like Jesus,Jeremy Sweets,Like Christ,Sunday Evening,101616_DyingLikeJesus_JeremySweets.mp3
10/9/16,More Like Jesus,Jeremy Sweets,Like Christ,Sunday Morning,100916_MoreLikeJesus_JeremySweets.mp3
10/2/16,Changing Our Mindset,Mike Roy,N/A,Sunday Morning,100216_ChangingOurMindset_MikeRoy.mp3
10/2/16,The Kingdom of Heaven,Curtis Byers,N/A,Sunday Evening,100216_KingdomOfHeaven_CurtisByers.mp3
9/25/16,God's People are Givers,Conrad Harkrider,N/A,Sunday Morning,092516_GodsPeopleAreGivers_ConradHarkrider.mp3
9/25/16,Paul,DJ Rhoten,N/A,Sunday Evening,092516_Paul_D.J.Rhoten.mp3
9/18/16,Jacob and His Wives,Conrad Harkrider,N/A,Sunday Morning,091816_JacobAndHisWives_ConradHarkrider.mp3
9/18/16,Made in God's Image,Jeremy Sweets,N/A,Sunday Evening,091816_MadeInGodsImage_JeremySweets.mp3
9/11/16,The Apostle Paul - A Living Martyr,Mike Roy,N/A,Sunday Morning,091116_TheApostlePaulALivingMartyr_MikeRoy.mp3
9/4/16,Israel's Covenant Failings,Jeremy Sweets,N/A,Sunday Evening,090416_IsraelsCovenantFailings_JeremySweets.mp3
9/4/16,Preparing for Eternity,Norman Harber,N/A,Sunday Evening,093012_SeekGodAndLive_JeremySweets.mp3
8/28/16,The Three Chairs,Wes Oliver,N/A,Sunday Evening,082816_TheThreeChairs_WesOliver.mp3
8/28/16,Jesus Cleanses the Temple,Conrad Harkrider,N/A,Sunday Morning,093012_SeekGodAndLive_JeremySweets-1501695684.mp3
8/21/16,Serving Like Jesus,Jeremy Sweets,Like Christ,Sunday Morning,082116_ServingLikeJesus_JeremySweets.mp3
8/21/16,Perfecting Holiness in the Fear of God,Mike Roy,N/A,Sunday Evening,082116_PerfectingHolinessInTheFearOfGod_MikeRoy.mp3
8/14/16,Good And Bad Figs,Curtis Byers,N/A,Sunday Morning,081416_GoodAndBadFigs_CurtisByers.mp3
8/7/16,The Day Of The Lord,Jeremy Sweets,N/A,Sunday Morning,080716_TheDayOfTheLord_JeremySweets.mp3
8/7/16,Satan's Devices,Conrad Harkrider,N/A,Sunday Evening,080716_SatansDevices_ConradHarkrider.mp3
7/31/16,We Have Been Make Like God,Mike Roy,N/A,Sunday Morning,073116_WeHaveBeenMadeLikeGod_MikeRoy.mp3
7/31/16,Serving One Another,Jesse Roy,N/A,Sunday Evening,073116_ServingOneAnother_JesseRoy.mp3
7/17/16,Imitating Christ's Obedience,Jeremy Sweets,N/A,Sunday Morning,071716_ImitatingChristsObedience_JeremySweets.mp3
7/17/16,Don't Be A Cow Of Bashan,Jeremy Sweets,N/A,Sunday Evening,071716_DontBeACowOfBashan_JeremySweets.mp3
7/10/16,The Value Of Each Person,Conrad Harkrider,N/A,Sunday Morning,071016_TheValueOfEachPerson_ConradHarkrider.mp3
7/3/16,The Freedom We Have In Christ,Jeremy Sweets,N/A,Sunday Evening,070316_TheFreedomWeHaveInChrist_JeremySweets.mp3
7/3/16,Being A Lighthouse,Norman Harber,N/A,Sunday Morning,070316_BeingALighthouse_NormanHarber.mp3
6/26/16,That You May Believe,Jeremy Sweets,N/A,Sunday Evening,062616_ThatYouMayBelieve_JeremySweets.mp3
6/26/16,Christ Is Our Life,Conrad Harkrider,N/A,Sunday Morning,062616_ChristIsOurLife_ConradHarkrider.mp3
6/12/16,Jesus' Rejection,Norman Harber,N/A,Sunday Morning,061216_JesusRejection_NormanHarber.mp3
5/29/16,When Encouragement Is Needed,Jeremy Sweets,N/A,Sunday Evening,052916_WhenEncouragementIsNeeded_JeremySweets.mp3
5/29/16,Iron Sharpens Iron,Jeremy Sweets,N/A,Sunday Morning,052916_IronSharpensIron_JeremySweets.mp3
5/22/16,Unexpected Change,Jacob Stinson,N/A,Sunday Evening,052216_UnexpectedChange_JacobStinson.mp3
5/15/16,The Hour Has Come,Norman Harber,N/A,Sunday Morning,051516_TheHourHasCome_NormanHarber.mp3
5/15/16,Breaking The Lie Of Not Enough,Mike Roy,N/A,Sunday Evening,051516_BreakingTheLieOfNotEnough_MikeRoy.mp3
5/8/16,Rahab - A Woman Of Faith,Conrad Harkrider,N/A,Sunday Morning,050816_RahabAWomanOfFaith_ConradHarkrider.mp3
5/1/16,Saul's Demise,Jeremy Sweets,N/A,Sunday Evening,050116_SaulsDemise_JeremySweets.mp3
4/24/16,The Lord Our Shepherd,Conrad Harkrider,N/A,Sunday Morning,042416_TheLordOurShepherd_ConradHarkrider.mp3
4/24/16,Being Mindful Of What We Say,Jimmy Hunt,N/A,Sunday Evening,042416_BeingMindfulOfWhatWeSay_JimmyHunt.mp3
4/17/16,Why We Take The Lord's Supper,Jeremy Sweets,N/A,Sunday Morning,041716_WhyWeTakeTheLordsSupper_JeremySweets.mp3
4/17/16,The Book Of Joel,Conrad Harkrider,N/A,Sunday Evening,041716_TheBookOfJoel_ConradHarkrider.mp3
4/10/16,Views Of Jesus,Curtis Byers,N/A,Sunday Morning,041016_ViewsOfJesus_CurtisByers.mp3
4/3/16,Developing Unshakable Trust In God,Mike Roy,N/A,Sunday Morning,040316_DevelopingUnshakableTrustInGod_MikeRoy.mp3
3/27/16,Life Is A Vapor,Conrad Harkrider,N/A,Sunday Morning,032016_LifeIsAVapor_ConradHarkrider.mp3
3/27/16,Approaching God,Curtis Byers / Jeremy Sweets,N/A,Sunday Evening,032016_ApproachingGod_JSweetCByers.mp3
3/20/16,From Demoniac To Disciple,Jeremy Sweets,N/A,Sunday Morning,032016_FromDemoniacToDisciple_JeremySweets.mp3
3/6/16,Religious Decay,Conrad Harkrider,N/A,Sunday Evening,030616_ReligiousDecay_ConradHarkrider.mp3
3/6/16,Heaven Place Of Eternal Light,Mike Roy,N/A,Sunday Morning,030616_HeavenPlaceOfEternalLight_MikeRoy-1501958770.mp3
2/28/16,When Salt Loses It's Flavor,Jeremy Sweets,N/A,Sunday Morning,022816_WhenSaltLosesItsFlavor_JeremySweets.mp3
2/28/16,I Will Sing The Wondrous Story,Jeremy McNatt,N/A,Sunday Evening,022816_IWillSingTheWondrousStory_JeremyMcNatt.mp3
2/21/16,The Word Of God,Conrad Harkrider,N/A,Sunday Evening,022116_TheWordOfGod_ConradHarkrider.mp3
2/21/16,Be A Brighter Light,Norman Harber,N/A,Sunday Morning,022116_BeABrighterLight_NormanHarber.mp3
2/14/16,Our Greatest Love,Conrad Harkrider,N/A,Sunday Morning,021416_OurGreatestLove_ConradHarkrider.mp3
2/7/16,Opportunities For Evangelism,Various Speakers,N/A,Sunday Evening,020716_OpportunitiesForEvangelism_VariousSpeakers.mp3
2/7/16,Bright Lights And Beautiful Feet,Jeremy Sweets,N/A,Sunday Morning,020716_BrightLightsAndBeautifulFeet_JeremySweets.mp3
1/31/16,Made To Crave God,Mike Roy,N/A,Sunday Evening,013116_MadeToCraveGod_MikeRoy.mp3
1/17/16,The Tongue,Conrad Harkrider,N/A,Sunday Morning,011716_TheTongue_ConradHarkrider.mp3
1/17/16,How Do We Appropriately Respond To A Good God?,Curtis Byers,N/A,Sunday Evening,011716_HowDoWeAppropriatelyRespondToAGoodGod_CurtisByers.mp3
1/10/16,Running With Endurance,Jeremy Sweets,N/A,Sunday Morning,011016_RunningWithEndurance_JeremySweets.mp3
1/3/16,Lessons For The New Year,Jeremy Sweets,N/A,Sunday Morning,010316_LessonsForTheNewYear_JeremySweets.mp3
1/3/16,Reigning Eternally With Jesus Christ Our King,Mike Roy,N/A,Sunday Evening,010316_ReigningEternallyWithJesusChristOurKing_MikeRoy.mp3
12/27/15,Davids Prayer Of Thanksgiving,Jeremy Sweets,N/A,Sunday Evening,122715_DavidsPrayerOfThanksgiving_JeremySweets.mp3
12/27/15,Pursuing Truth,Mike Roy,N/A,Sunday Morning,122715_PursuingTruth_MikeRoy.mp3
12/20/15,Never A Good Reason To Sin,Gary Hunt,N/A,Sunday Evening,122015_NeverAGoodReasonToSin_GaryHunt.mp3
12/20/15,The Lost Sheep And Coin,Conrad Harkrider,N/A,Sunday Morning,122015_TheLostSheepAndCoin_ConradHarkrider.mp3
12/13/15,Gods Testing Of Israel,Jeremy Sweets,N/A,Sunday Morning,121315_GodsTestingOfIsrael_JeremySweets.mp3
12/6/15,Heavens Library,Jeremy Sweets,N/A,Sunday Evening,120615_HeavensLibrary_JeremySweets.mp3
12/6/15,Vital Lessons From Ezra,Mike Roy,N/A,Sunday Evening,120615_VitalLessonsFromEzra_MikeRoy.mp3
11/29/15,Jesus Christ Our Lord,Curtis Byers,N/A,Sunday Evening,112915_JesusChristOurLord_CurtisByers.mp3
11/29/15,10 Truths To Remember In The Midst Of Sorrow And Pain,Mike Roy,N/A,Sunday Morning,112915_10TruthsToRememberInTheMidstOfSorrowAndPain_MikeRoy.mp3
11/22/15,Preparing For Battle,Conrad Harkrider,N/A,Sunday Morning,112215_PreparingForBattle_ConradHarkrider.mp3
11/22/15,Naaman,Kyle McDonald,N/A,Sunday Evening,112215_Naaman_KyleMcDonald.mp3
11/15/15,The Christian Response To Violence Pain and Suffering,Norman Harber,N/A,Sunday Evening,111515_TheChristianResponseToViolencePainSuffering_NormanHarber.mp3
11/15/15,What Is Truth,Jeremy Sweets,N/A,Sunday Morning,111515_WhatIsTruth_JeremySweets.mp3
11/8/15,The Rich Man And Lazarus,Mike Roy,N/A,Sunday Morning,110815_TheRichManAndLazarus_MikeRoy.mp3
11/1/15,The Promised Land,Jeremy Sweets,N/A,Sunday Evening,110115_ThePromisedLand_JeremySweets.mp3
11/1/15,The Baptism Of Moses,Conrad Harkrider,N/A,Sunday Evening,110115_TheBaptismOfMoses_ConradHarkrider.mp3
10/27/15,Alertness In Prayer,Frank Walton,N/A,Gospel Meeting,102715_AlertnessInPrayer_FrankWalton.mp3
10/26/15,Zeal For Truth,Frank Walton,N/A,Gospel Meeting,102615_ZealForTruth_FrankWalton.mp3
10/25/15,Diligence In Spiritual Growth,Frank Walton,N/A,Gospel Meeting,102515_DiligenceInSpiritualGrowth_FrankWalton.mp3
10/25/15,Glorying In The Cross Of Christ,Frank Walton,N/A,Gospel Meeting,102515_GloryingInTheCrossOfChrist_FrankWalton.mp3
10/25/15,Enthusiasm For Singing,Frank Walton,N/A,Gospel Meeting,102515_EnthusiasmForSinging_FrankWalton.mp3
10/18/15,Spiritual Resume,Conrad Harkrider,N/A,Sunday Morning,101815_SpiritualResume_ConradHarkrider.mp3
10/18/15,Being Content,Jimmy Hunt,N/A,Sunday Evening,101815_BeingContent_JimmyHunt.mp3
10/11/15,Is The Sinners Prayer In the Bible,Mike Roy,N/A,Sunday Morning,101115_IsTheSinnersPrayerInTheBible_MikeRoy.mp3
