DATE,TITLE,SPEAKER,SERIES,SERVICE,FILES
12/26/10,Getting Ready To Grow,Gary Henry,N/A,Sunday Morning,122610_GettingReadyToGrow_GaryHenry.mp3
12/26/10,Covet Not,Dave Boyd,N/A,Sunday Evening,122610_CovetNot_DaveBoyd.mp3
12/19/10,Keys To Christian Faithfulness,Gary Henry,N/A,Sunday Morning,121910_KeysToChristianFaithfulness_GaryHenry-1501852197.mp3
12/19/10,The Ability To Say No,Gary Henry,N/A,Sunday Evening,121910_AbilityToSayNo_GaryHenry.mp3
12/12/10,Why Don't We See Our Need For God?,Gary Henry,N/A,Sunday Morning,121210_WhyDontWeSeeOurNeedForGod_GaryHenry.mp3
12/5/10,Looking For The Lie,Gary Henry,N/A,Sunday Evening,120510_LookingForTheLie_GaryHenry.mp3
12/5/10,Letting Go Of The Past,Gary Henry,N/A,Sunday Morning,120510_LettingGoOfThePast_GaryHenry.mp3
11/28/10,Repentance From Within,Gary Henry,N/A,Sunday Morning,112810_RepentanceFromWithin_GaryHenry.mp3
11/28/10,Who Is Going To Heaven,Chance Sudberry,N/A,Sunday Evening,112810_WhoIsGoingToHeaven_ChanceSudberry.mp3
11/21/10,Consistency and Happiness,Gary Henry,N/A,Sunday Morning,112110_ConsistencyAndHappiness_GaryHenry.mp3
11/21/10,Commitment and Joy,Gary Henry,N/A,Sunday Evening,112110_CommitmentAndJoy_GaryHenry.mp3
11/14/10,Grace To Help,Gary Henry,N/A,Sunday Morning,111410_GraceToHelp_GaryHenry.mp3
11/7/10,Family Relationships,Jeremy Sweets,N/A,Sunday Morning,110710_FamilyRelationships_JeremySweets.mp3
11/7/10,God's Thoughts vs. Man's Thoughts,Mike Roy,N/A,Sunday Evening,110710_GodsThoughtsVsMansThoughts_MikeRoy.mp3
10/31/10,"Jesus, King of Kings, Lord of Lords - Part 1",Jeremy Sweets,N/A,Sunday Morning,103110_JesusKingOfKingsLordOfLords1_JeremySweets.mp3
10/31/10,"Jesus, King of Kings, Lord of Lords - Part 2",Jeremy Sweets,N/A,Sunday Evening,103110_JesusKingOfKingsLordOfLords2_JeremySweets.mp3
10/24/10,Giving Yourself To The Gospel,Jeremy Sweets,N/A,Sunday Morning,102410_GivingYourselfToTheGospel_JeremySweets.mp3
10/24/10,Evangelism,Trevor Brandt,N/A,Sunday Evening,102410_Evangelism_TrevorBrandt.mp3
10/17/10,The Power and Danger of Pornography,Mike Roy,N/A,Sunday Morning,101710_PowerAndDangerOfPornography_MikeRoy.mp3
10/17/10,"Simon, A Sinner and a Saviour",Jeremy Sweets,N/A,Sunday Evening,101710_SimonSinnerSaviour_JeremySweets.mp3
10/10/10,Childlikeness - Key To Discipleship,Mike Roy,N/A,Sunday Morning,101010_ChildlikenessKeyToDiscipleship_MikeRoy.mp3
10/3/10,Pressing On To Eternal Glory,Mike Roy,N/A,Sunday Evening,100310_PressingOnToEternalGlory_MikeRoy.mp3
10/3/10,What Is Reality - Story Of The 12 Spies,Jeremy Sweets,N/A,Sunday Morning,100310_WhatIsReality_JeremySweets.mp3
9/26/10,Letting God Be God,Gary Henry,N/A,Sunday Morning,092610_LettingGodBeGod_GaryHenry.mp3
9/26/10,Letting People Be People,Gary Henry,N/A,Sunday Evening,061211_TheLordFightsForThoseThatLoveHim_GaryHenry.mp3
9/19/10,Christlike Character,Mike Roy,N/A,Sunday Morning,091910_ChristLikeCharacter_MikeRoy.mp3
9/19/10,"Glory, Honor, Power Beyond Our Wildest Dreams",Mike Roy,N/A,Sunday Evening,091910_GloryHonorPowerBeyondDreams_MikeRoy.mp3
9/5/10,"Wisdom, Keys To Living A Good Life",Jeremy Sweets,N/A,Sunday Morning,090510_WisdomKeysToLivingAGoodLife_JeremySweets.mp3
9/5/10,What Does God Need?,Mike Roy,N/A,Sunday Evening,090510_WhatDoesGodNeed_MikeRoy.mp3
8/29/10,"Daniel, The Power of One - Part 2",Gary Henry,N/A,Sunday Morning,082910_DanielPowerOfOne2_GaryHenry.mp3
8/29/10,Setting Goals To Improve Obedience,Gary Henry,N/A,Sunday Evening,082910_SettingGoalsToImproveObedience_GaryHenry.mp3
8/22/10,"Daniel, The Power of One - Part 1",Gary Henry,N/A,Sunday Morning,082210_DanielThePowerOfOnePart1_GaryHenry.mp3
8/22/10,Jesus As The Shepherd And The Lamb,Evan Booher,N/A,Sunday Evening,082210_JesusAsTheShepherdAndLamb_EvanBooher.mp3
8/15/10,The Big Picture Of The Bible,Mike Roy,N/A,Sunday Morning,081510_TheBigPictureOfTheBible_MikeRoy.mp3
8/15/10,Jesus Is Our Peace,Jeremy Sweets,N/A,Sunday Evening,081510_JesusIsOurPeace_JeremySweets.mp3
8/8/10,Knowing God's Word,Gary Henry,N/A,Sunday Morning,080810_KnowingGodsWord_GaryHenry.mp3
8/1/10,Testing In The Wilderness,Jeremy Sweets,N/A,Sunday Morning,080110_TestingInTheWilderness_JeremySweets.mp3
8/1/10,Romans - Road To Salvation,Jeremy Sweets,N/A,Sunday Evening,080110_RomansRoadToSalvation_JeremySweets.mp3
7/25/10,God's Grace For Sin,Jeremy Sweets,N/A,Sunday Morning,072510_GodsGraceFromSin_JeremySweets.mp3
7/25/10,The Greatest Teacher,Conrad Harkrider,N/A,Sunday Evening,072510_TheGreatestTeacher_ConradHarkrider.mp3
7/18/10,Civil Government And God,Gary Henry,N/A,Sunday Morning,071810_CivilGovernmentandGod_GaryHenry.mp3
7/18/10,Three Places God Should Be,Gary Henry,N/A,Sunday Evening,071810_ThreePlacesGodShouldBE_GaryHenry.mp3
7/11/10,Setting Your Mind On Things Above,Jeremy Sweets,N/A,Sunday Morning,071110_SettingYourMindOnThingsAbove_JeremySweets-1502208639.mp3
7/4/10,Laboring To Form Christ In Us,Mike Roy,N/A,Sunday Morning,070410_LaboringToFormChristInUs_MikeRoy.mp3
7/4/10,Reverence To God,Gary Henry,N/A,Sunday Evening,070410_ReverenceToGod_GaryHenry-1502208678.mp3
6/27/10,Saul's Disobedience To The Lord,Gary Henry,N/A,Sunday Morning,062710_SaulsDisobedienceToTheLord_GaryHenry.mp3
6/27/10,Courage And Faith,Jeremy McNatt,N/A,Sunday Evening,062710_CourageAndFaith_JeremyMcNatt-1502208826.mp3
6/20/10,The Three Bad Guys,Gary Henry,N/A,Sunday Morning,062010_TheThreeBadGuys_GaryHenry.mp3
6/20/10,Glorifying God In All Circumstances,Frederic Gray,N/A,Sunday Evening,062010_GlorifyingGodInAllCircumstances_FrederickGray.mp3
6/13/10,The Cross Of Christ,Mike Roy,N/A,Sunday Morning,061310_TheCrossOfChrist_MikeRoy.mp3
6/6/10,Making Time For God Daily,Gary Henry,N/A,Sunday Morning,060610_MakingTimeForGodDaily_GaryHenry.mp3
6/6/10,Balancing Courage Vs. Compassion,Gary Henry,N/A,Sunday Evening,060610_BalancingCourageVersesCompassion_GaryHenry.mp3
4/25/10,Are You Sleeping In Church?,Jeremy Sweets,N/A,Sunday Morning,042510_AreYouSleepingInChurch_JeremySweets.mp3
4/25/10,The Need For Holiness,Jimmy Hunt,N/A,Sunday Evening,042510_TheNeedForHoliness_JimmyHunt-1502208846.mp3
4/18/10,Fasting And Prayer,Mike Roy,N/A,Sunday Morning,041810_FastingAndPrayer_MikeRoy.mp3
4/18/10,Confession Of Sins,Jeremy Sweets,N/A,Sunday Evening,041810_ConfessionsOfSins_JeremySweets-1502209019.mp3
4/11/10,The Destructive Power Of Greed,Mike Roy,N/A,Sunday Morning,041110_TheDestructivePowerOfGreed_MikeRoy-1502208871.mp3
4/4/10,The Vindication Of Resurrection,Jeremy Sweets,N/A,Sunday Morning,040410_VindicationOfResurrection_JeremySweets.mp3
4/4/10,The Way of the Cross,Jeremy Sweets,N/A,Sunday Evening,040410_TheWayOfTheCross_JeremySweets.mp3
3/28/10,Seventy Times Seven,Jeremy Sweets,N/A,Sunday Morning,032810_SeventyTimesSeven_JeremySweets-1502208926.mp3
3/28/10,Now That Faith Has Come,Jeremy Sweets,N/A,Sunday Evening,032810_NowThatFaithHasCome_JeremySweets-1502208907.mp3
3/21/10,Reaffirming Our Distinctive Undenominational Plea,Mike Roy,N/A,Sunday Morning,032110_ReaffirmUndenominationalPlan_MikeRoy.mp3
3/21/10,Ingredients of Family Happiness - Courtesy,Gary Henry,N/A,Sunday Evening,032110_IngredientsHappyFamilyCourtesy_GaryHenry.mp3
3/14/10,Pursuing God's Character,Jeremy Sweets,N/A,Sunday Morning,031410_PursuingGodsCharacter_JeremySweets.mp3
2/28/10,Seeing The Big Picture - Part 1,Dan DeGarmo,N/A,Sunday Morning,022810_SeeingTheBigPicturePart1_DanDeGarmo.mp3
2/28/10,Seeing The Big Picture - Part 2,Dan DeGarmo,N/A,Sunday Morning,022810_SeeingTheBigPicturePart2_DanDeGarmo.mp3
2/28/10,Four Testimonies Of The Gospel,Dan DeGarmo,N/A,Sunday Evening,022810_FourTesimoniesOfTheGospel_DanDeGarmo.mp3
2/21/10,Submitting To God,Jeremy Sweets,N/A,Sunday Morning,022110_SubmittingToGod_JeremySweets.mp3
2/21/10,"Living In View Of Heaven, Hell and Judgment",Mike Roy,N/A,Sunday Evening,022110_VisualizingHeavenHellJudgment_MikeRoy.mp3
2/14/10,Ingredients of Family Happiness - Joy,Gary Henry,N/A,Sunday Morning,021410_IngredientsOfFamilyHappinessJoy_GaryHenry.mp3
2/7/10,Ingredients of Family Happiness - Authority,Gary Henry,N/A,Sunday Morning,020710_IngredientsOfFamilyHappinessAuthority_GaryHenry.mp3
2/7/10,Ingredients of Family Happiness - Respect,Gary Henry,N/A,Sunday Evening,020710_IngredientsOfFamilyHappinessRespect_GaryHenry.mp3
1/31/10,Ingredients of Family Happiness - Love,Gary Henry,N/A,Sunday Morning,013110_IngredientsOfFamilyHappinessLove_GaryHenry.mp3
1/31/10,Ingredients of Family Happiness - Piety,Gary Henry,N/A,Sunday Evening,013110_IngredientsOfFamilyHappinesPiety_GaryHenry.mp3
1/24/10,The Gospel is for All,Jeremy Sweets,N/A,Sunday Morning,012410_TheGospelIsForAll_JeremySweets.mp3
1/24/10,The Christian Influence,Kyle McDonald,N/A,Sunday Evening,012410_TheChristianInfluence_KyleMcDonald.mp3
1/17/10,The Supreme Blessedness of the Godly Person,Mike Roy,N/A,Sunday Morning,011710_BlessednessOfTheGodlyPerson_MikeRoy.mp3
1/17/10,Love Multiplied Equals Evangelism,Jeremy Sweets,N/A,Sunday Evening,011710_LoveMultipliedEvangalism_JeremySweets.mp3
1/10/10,Create in Me a Clean Heart,Gary Henry,N/A,Sunday Morning,011010_CreateInMeACleanHeart_GaryHenry.mp3
1/3/10,Newness of Life in Christ,Jeremy Sweets,N/A,Sunday Morning,010310_NewnessOfLifeInChrist_JeremySweets.mp3
1/3/10,Renew Your Minds,Mike Roy,N/A,Sunday Evening,010310_RenewYourMinds_MikeRoy.mp3
12/27/09,Where Are We Headed,Mike Roy,N/A,Sunday Evening,122709_WhereAreWeHeaded_MikeRoy.mp3
12/27/09,Love Is Patient,Gary Henry,N/A,Sunday Morning,122709_LoveIsPatient_GaryHenry.mp3
12/20/09,Thessalonians - Revelations,Jeremy Sweets,Bible Background,Sunday Evening,122009_BibleBackgroundThessToRev_JeremySweets.mp3
12/20/09,Joseph: Example Of Purity,Jeremy Sweets,N/A,Sunday Morning,
12/13/09,Privileged To Be Useful,Gary Henry,N/A,Sunday Morning,121309_PrivilegedToBeUseful_GaryHenry.mp3
12/6/09,What To Do With Your Conscience,Gary Henry,N/A,Sunday Evening,120609_WhatToDoWithYourConscience_GaryHenry.mp3
12/6/09,Choosing To Enter The Narrow Gate Of Heaven,Mike Roy,N/A,Sunday Morning,120609_ChoosingToEnterNarrowGate_MikeRoy.mp3
11/29/09,What God Is Doing In Christ,Gary Henry,N/A,Sunday Morning,112909_WhatGodIsDoingInChrist_GaryHenry.mp3
11/22/09,Believed In the Lord,Curtis Byers,N/A,Sunday Morning,112209_BelievedInTheLord_CurtisByers.mp3
11/15/09,It Does Good To Do Good,Gary Henry,N/A,Sunday Evening,111509_ItDoesGoodToDoGood_GaryHenry.mp3
11/15/09,Blessings In God,Gary Henry,N/A,Sunday Morning,111509_BlessingsInGod_GaryHenry.mp3
11/8/09,One Body In Christ,Jeremy Sweets,N/A,Sunday Morning,110809_OneBodyInChrist_JeremySweets.mp3
11/1/09,Overcoming Addictions,Jeremy Sweets,N/A,Sunday Evening,110109_OvercomingAddictions_JeremySweets.mp3
11/1/09,Obedience In Faith,Mike Roy,N/A,Sunday Morning,110109_ObedienceInFaith_MikeRoy.mp3
10/25/09,The Gospels,Jeremy Sweets,Bible Background,Sunday Evening,102509_BibleBackgroundTheGospels_JeremySweets.mp3
10/25/09,More Precious Than Gold,Jeremy Sweets,N/A,Sunday Morning,102509_MorePreciousThanGold_JeremySweets.mp3
10/11/09,Putting The Past Into Perspective,Gary Henry,N/A,Sunday Morning,101109_PuttingThePastIntoPerspective_GaryHenry.mp3
10/4/09,Why I Believe Jesus Is Coming Again,Mike Roy,N/A,Sunday Evening,100409_WhyIBelieveJesusIsComingAgain_MikeRoy.mp3
10/4/09,The Lord's Prayer,Jeremy Sweets,N/A,Sunday Morning,100409_TheLordsPrayer_JeremySweets.mp3
9/27/09,For God So Loved The World,Trevor Brandt,N/A,Sunday Evening,092709_ForGodSoLovedTheWorld_TrevorBrandt.mp3
9/27/09,The Need For Decisiveness,Gary Henry,N/A,Sunday Morning,092709_TheNeedForDecisiveness_GaryHenry.mp3
9/20/09,Hosea - Malachi,Jeremy Sweets,Bible Background,Sunday Evening,092009_BibleBackgroundHoseaToMalachi_JeremySweets.mp3
9/20/09,Glorifying God By Delighting In Him,Mike Roy,N/A,Sunday Evening,092009_GlorifyingGodByDelightingInHim_MikeRoy.mp3
9/13/09,I Could Never Do That,Jeremy Sweets,N/A,Sunday Morning,091309_ICouldNeverDoThat_JeremySweets.mp3
9/6/09,Three Mistakes In Trying To Influence People for Good,Gary Henry,N/A,Sunday Evening,090609_ThreeMistakesInInfluencingPeopleForGood_GaryHenry.mp3
